frame,type,pid,team,timestamp
2670,dribble,1361,B,88.99928799999999
2671,goal,1361,B,89.03262106666666
2671,dribble,1361,B,89.03262106666666
2672,goal,1361,B,89.06595413333334
2672,dribble,1361,B,89.06595413333334
2673,goal,1361,B,89.09928719999999
2673,dribble,1361,B,89.09928719999999
2674,goal,1361,B,89.13262026666666
2674,dribble,1361,B,89.13262026666666
2675,goal,1361,B,89.16595333333333
2675,dribble,1361,B,89.16595333333333
2676,goal,1361,B,89.19928639999999
2676,dribble,1361,B,89.19928639999999
2677,goal,1361,B,89.23261946666666
2677,dribble,1361,B,89.23261946666666
2678,goal,1361,B,89.26595253333333
2678,dribble,1361,B,89.26595253333333
2679,goal,1361,B,89.2992856
2679,dribble,1361,B,89.2992856
2680,goal,1361,B,89.33261866666666
2680,dribble,1361,B,89.33261866666666
2681,goal,1361,B,89.36595173333333
2681,dribble,1361,B,89.36595173333333
2682,goal,1361,B,89.3992848
2682,dribble,1361,B,89.3992848
2683,goal,1361,B,89.43261786666666
2683,dribble,1361,B,89.43261786666666
2684,goal,1361,B,89.46595093333333
2684,dribble,1361,B,89.46595093333333
2685,goal,1361,B,89.499284
2685,dribble,1361,B,89.499284
2686,goal,1361,B,89.53261706666666
2686,dribble,1361,B,89.53261706666666
2687,goal,1361,B,89.56595013333333
2687,dribble,1361,B,89.56595013333333
2688,goal,1361,B,89.5992832
2688,dribble,1361,B,89.5992832
2689,goal,1361,B,89.63261626666666
2689,dribble,1361,B,89.63261626666666
2690,goal,1361,B,89.66594933333333
2690,dribble,1361,B,89.66594933333333
2691,goal,1361,B,89.6992824
2691,dribble,1361,B,89.6992824
2692,goal,1361,B,89.73261546666666
2692,dribble,1361,B,89.73261546666666
2693,goal,1361,B,89.76594853333333
2693,dribble,1361,B,89.76594853333333
2694,goal,1361,B,89.7992816
2694,dribble,1361,B,89.7992816
2695,goal,1361,B,89.83261466666667
2695,dribble,1361,B,89.83261466666667
2696,goal,1361,B,89.86594773333333
2696,dribble,1361,B,89.86594773333333
2697,goal,1361,B,89.8992808
2697,dribble,1361,B,89.8992808
2698,goal,1361,B,89.93261386666667
2698,dribble,1361,B,89.93261386666667
2699,goal,1361,B,89.96594693333333
2699,dribble,1361,B,89.96594693333333
2700,goal,1361,B,89.99928
2700,dribble,1361,B,89.99928
2701,goal,1361,B,90.03261306666667
2701,dribble,1361,B,90.03261306666667
2702,goal,1361,B,90.06594613333333
2702,dribble,1361,B,90.06594613333333
2703,goal,1361,B,90.0992792
2703,dribble,1361,B,90.0992792
2704,goal,1361,B,90.13261226666667
2704,dribble,1361,B,90.13261226666667
2705,goal,1361,B,90.16594533333333
2705,dribble,1361,B,90.16594533333333
2706,goal,1361,B,90.1992784
2706,dribble,1361,B,90.1992784
2707,goal,1361,B,90.23261146666667
2707,dribble,1361,B,90.23261146666667
2708,goal,1361,B,90.26594453333333
2708,dribble,1361,B,90.26594453333333
2709,goal,1361,B,90.2992776
2709,dribble,1361,B,90.2992776
2710,goal,1361,B,90.33261066666667
2710,dribble,1361,B,90.33261066666667
2711,goal,1361,B,90.36594373333334
2711,dribble,1361,B,90.36594373333334
2715,goal,1394,B,90.499276
2716,goal,1394,B,90.53260906666667
2717,goal,1394,B,90.56594213333334
2718,goal,1394,B,90.5992752
2725,goal,1395,B,90.83260666666666
2726,goal,1395,B,90.86593973333333
2727,goal,1395,B,90.89927279999999
2728,goal,1395,B,90.93260586666666
2729,goal,1395,B,90.96593893333333
2730,goal,1395,B,90.999272
2731,goal,1395,B,91.03260506666666
2734,goal,1394,B,91.13260426666666
2782,dribble,1411,B,92.73259146666666
2821,dribble,1436,A,94.03258106666667
2822,dribble,1436,A,94.06591413333334
2823,dribble,1436,B,94.0992472
2824,dribble,1436,B,94.13258026666666
2825,dribble,1436,B,94.16591333333334
2826,dribble,1436,B,94.19924639999999
2827,dribble,1436,B,94.23257946666666
2828,dribble,1436,B,94.26591253333333
2829,dribble,1436,B,94.29924559999999
2830,dribble,1436,B,94.33257866666666
2831,dribble,1436,A,94.36591173333333
2832,dribble,1436,A,94.39924479999999
2847,pass,1424,B,94.8992408
2896,dribble,1471,A,96.53256106666666
2897,dribble,1471,A,96.56589413333333
2898,dribble,1471,A,96.5992272
2899,dribble,1471,A,96.63256026666666
2900,dribble,1471,A,96.66589333333333
2901,dribble,1471,A,96.6992264
2902,dribble,1471,A,96.73255946666667
2903,dribble,1471,A,96.76589253333333
2904,dribble,1471,A,96.7992256
2905,dribble,1471,A,96.83255866666667
2906,dribble,1471,A,96.86589173333333
2907,dribble,1471,A,96.8992248
2908,dribble,1471,A,96.93255786666667
2909,dribble,1471,A,96.96589093333333
2910,dribble,1471,A,96.999224
2911,dribble,1471,A,97.03255706666667
2912,dribble,1471,A,97.06589013333333
2913,dribble,1471,A,97.0992232
2914,dribble,1471,A,97.13255626666667
2915,dribble,1471,A,97.16588933333333
2916,dribble,1471,A,97.1992224
2917,dribble,1471,A,97.23255546666667
2918,dribble,1471,A,97.26588853333332
2919,dribble,1471,A,97.2992216
2920,dribble,1471,A,97.33255466666667
2921,dribble,1471,A,97.36588773333334
2922,dribble,1471,A,97.3992208
2923,dribble,1471,A,97.43255386666667
2924,dribble,1471,A,97.46588693333334
2925,dribble,1471,A,97.49922
2926,dribble,1471,A,97.53255306666667
2927,dribble,1471,A,97.56588613333334
2928,dribble,1471,A,97.5992192
2929,dribble,1471,A,97.63255226666666
2930,dribble,1471,A,97.66588533333334
2931,dribble,1471,A,97.69921839999999
2932,dribble,1471,A,97.73255146666666
2933,dribble,1471,A,97.76588453333333
2934,dribble,1471,A,97.79921759999999
2935,dribble,1471,A,97.83255066666666
2936,dribble,1471,A,97.86588373333333
2937,dribble,1471,A,97.8992168
2960,dribble,1471,A,98.66587733333333
2961,dribble,1471,A,98.6992104
2962,dribble,1471,A,98.73254346666667
2963,dribble,1471,A,98.76587653333333
2964,dribble,1471,A,98.7992096
2972,goal,1458,B,99.06587413333334
2973,goal,1458,B,99.0992072
2974,goal,1458,B,99.13254026666667
2975,goal,1458,B,99.16587333333334
2976,goal,1458,B,99.1992064
2977,goal,1458,B,99.23253946666667
2978,goal,1458,B,99.26587253333334
2979,goal,1458,B,99.2992056
2980,goal,1458,B,99.33253866666666
2980,dribble,1458,B,99.33253866666666
2981,goal,1458,B,99.36587173333334
2981,dribble,1458,B,99.36587173333334
2982,goal,1458,B,99.39920479999999
2982,dribble,1458,B,99.39920479999999
2983,goal,1458,B,99.43253786666666
2983,dribble,1458,B,99.43253786666666
2984,goal,1458,B,99.46587093333333
2984,dribble,1458,B,99.46587093333333
2985,goal,1458,B,99.49920399999999
2985,dribble,1458,B,99.49920399999999
2989,goal,1531,B,99.63253626666666
2990,goal,1531,B,99.66586933333333
2991,goal,1531,B,99.6992024
2992,goal,1531,B,99.73253546666666
2993,goal,1531,B,99.76586853333333
2994,goal,1531,B,99.7992016
2995,goal,1531,B,99.83253466666666
2996,goal,1531,B,99.86586773333333
2997,goal,1531,B,99.8992008
2998,goal,1531,B,99.93253386666666
2999,goal,1531,B,99.96586693333333
3000,goal,1531,B,99.9992
3001,goal,1531,B,100.03253306666666
3002,goal,1531,B,100.06586613333333
3003,goal,1531,B,100.0991992
3004,goal,1531,B,100.13253226666666
3004,dribble,1531,B,100.13253226666666
3005,goal,1531,B,100.16586533333333
3005,dribble,1531,B,100.16586533333333
3006,goal,1531,B,100.1991984
3006,dribble,1531,B,100.1991984
3007,goal,1531,B,100.23253146666667
3007,dribble,1531,B,100.23253146666667
3008,goal,1531,B,100.26586453333333
3008,dribble,1531,B,100.26586453333333
3009,goal,1531,B,100.2991976
3009,dribble,1531,B,100.2991976
3010,goal,1531,B,100.33253066666667
3010,dribble,1531,B,100.33253066666667
3011,goal,1531,B,100.36586373333333
3011,dribble,1531,B,100.36586373333333
3012,goal,1531,B,100.3991968
3012,dribble,1531,B,100.3991968
3013,dribble,1531,A,100.43252986666667
3014,dribble,1531,A,100.46586293333333
3015,dribble,1531,B,100.499196
3064,dribble,1538,B,102.13251626666667
3065,dribble,1538,B,102.16584933333333
3066,dribble,1538,B,102.1991824
3101,dribble,1546,B,103.36583973333333
3102,dribble,1546,B,103.3991728
3103,goal,1546,B,103.43250586666666
3103,dribble,1546,B,103.43250586666666
3104,goal,1546,B,103.46583893333333
3104,dribble,1546,B,103.46583893333333
3105,goal,1546,B,103.499172
3105,dribble,1546,B,103.499172
3106,goal,1546,B,103.53250506666666
3106,dribble,1546,B,103.53250506666666
3107,goal,1546,B,103.56583813333333
3107,dribble,1546,B,103.56583813333333
3108,goal,1546,B,103.5991712
3108,dribble,1546,B,103.5991712
3109,goal,1546,B,103.63250426666666
3109,dribble,1546,B,103.63250426666666
3110,goal,1546,B,103.66583733333333
3110,dribble,1546,B,103.66583733333333
3111,goal,1546,B,103.6991704
3111,dribble,1546,B,103.6991704
3112,goal,1546,B,103.73250346666667
3112,dribble,1546,B,103.73250346666667
3113,goal,1546,B,103.76583653333333
3113,dribble,1546,B,103.76583653333333
3114,goal,1546,B,103.7991696
3114,dribble,1546,B,103.7991696
3115,goal,1546,B,103.83250266666667
3115,dribble,1546,B,103.83250266666667
3116,goal,1546,B,103.86583573333333
3116,dribble,1546,B,103.86583573333333
3117,goal,1546,B,103.8991688
3117,dribble,1546,B,103.8991688
3118,goal,1546,B,103.93250186666667
3118,dribble,1546,B,103.93250186666667
3119,goal,1546,B,103.96583493333333
3119,dribble,1546,B,103.96583493333333
3120,goal,1546,B,103.999168
3120,dribble,1546,B,103.999168
3121,goal,1546,B,104.03250106666667
3121,dribble,1546,B,104.03250106666667
3122,goal,1546,B,104.06583413333333
3122,dribble,1546,B,104.06583413333333
3123,goal,1546,B,104.0991672
3123,dribble,1546,B,104.0991672
3124,goal,1546,B,104.13250026666667
3124,dribble,1546,B,104.13250026666667
3125,goal,1541,B,104.16583333333332
3126,goal,1541,B,104.1991664
3135,goal,1553,B,104.499164
3136,goal,1553,B,104.53249706666666
3137,goal,1553,B,104.56583013333334
3138,goal,1553,B,104.59916319999999
3139,goal,1553,B,104.63249626666666
3140,goal,1553,B,104.66582933333333
3141,goal,1553,B,104.69916239999999
3142,goal,1541,B,104.73249546666666
3143,goal,1541,B,104.76582853333333
3144,goal,1541,B,104.7991616
3145,goal,1541,B,104.83249466666666
3146,goal,1541,B,104.86582773333333
3147,goal,1541,B,104.8991608
3148,goal,1541,B,104.93249386666666
3149,goal,1541,B,104.96582693333333
3150,goal,1541,B,104.99916
3151,goal,1541,B,105.03249306666666
3152,goal,1541,B,105.06582613333333
3153,goal,1541,B,105.0991592
3154,goal,1541,B,105.13249226666666
3155,goal,1541,B,105.16582533333333
3156,goal,1541,B,105.1991584
3157,goal,1541,B,105.23249146666666
3157,dribble,1541,B,105.23249146666666
3158,goal,1541,B,105.26582453333333
3158,dribble,1541,B,105.26582453333333
3159,goal,1541,B,105.2991576
3159,dribble,1541,B,105.2991576
3160,goal,1541,B,105.33249066666666
3160,dribble,1541,B,105.33249066666666
3161,goal,1541,B,105.36582373333333
3161,dribble,1541,B,105.36582373333333
3162,goal,1541,B,105.3991568
3162,dribble,1541,B,105.3991568
3163,goal,1541,B,105.43248986666667
3163,dribble,1541,B,105.43248986666667
3164,goal,1541,B,105.46582293333333
3164,dribble,1541,B,105.46582293333333
3165,goal,1541,B,105.499156
3165,dribble,1541,B,105.499156
3166,goal,1541,B,105.53248906666667
3166,dribble,1541,B,105.53248906666667
3167,goal,1541,B,105.56582213333333
3167,dribble,1541,B,105.56582213333333
3168,goal,1541,B,105.5991552
3168,dribble,1541,B,105.5991552
3169,goal,1541,B,105.63248826666667
3169,dribble,1541,B,105.63248826666667
3170,goal,1541,B,105.66582133333333
3170,dribble,1541,B,105.66582133333333
3171,goal,1541,B,105.6991544
3171,dribble,1541,B,105.6991544
3172,goal,1541,B,105.73248746666667
3172,dribble,1541,B,105.73248746666667
3173,goal,1541,B,105.76582053333333
3173,dribble,1541,B,105.76582053333333
3174,goal,1541,B,105.7991536
3174,dribble,1541,B,105.7991536
3175,goal,1541,B,105.83248666666667
3175,dribble,1541,B,105.83248666666667
3176,goal,1541,B,105.86581973333332
3176,dribble,1541,B,105.86581973333332
3177,dribble,1541,A,105.8991528
3178,goal,1541,B,105.93248586666667
3178,dribble,1541,B,105.93248586666667
3179,goal,1541,B,105.96581893333334
3179,dribble,1541,B,105.96581893333334
3180,goal,1541,B,105.999152
3180,dribble,1541,B,105.999152
3181,goal,1541,B,106.03248506666667
3181,dribble,1541,B,106.03248506666667
3182,goal,1541,B,106.06581813333334
3182,dribble,1541,B,106.06581813333334
3183,goal,1541,B,106.0991512
3183,dribble,1541,B,106.0991512
3184,goal,1541,B,106.13248426666667
3184,dribble,1541,B,106.13248426666667
3185,goal,1541,B,106.16581733333334
3185,dribble,1541,B,106.16581733333334
3186,goal,1541,B,106.1991504
3186,dribble,1541,B,106.1991504
3187,goal,1541,B,106.23248346666666
3187,dribble,1541,B,106.23248346666666
3188,dribble,1541,A,106.26581653333334
3189,goal,1541,B,106.29914959999999
3189,dribble,1541,B,106.29914959999999
3190,goal,1541,B,106.33248266666666
3190,dribble,1541,B,106.33248266666666
3191,goal,1541,B,106.36581573333333
3191,dribble,1541,B,106.36581573333333
3192,goal,1541,B,106.39914879999999
3192,dribble,1541,B,106.39914879999999
3193,goal,1541,B,106.43248186666666
3193,dribble,1541,B,106.43248186666666
3194,goal,1541,B,106.46581493333333
3194,dribble,1541,B,106.46581493333333
3195,goal,1541,B,106.49914799999999
3195,dribble,1541,B,106.49914799999999
3196,goal,1541,B,106.53248106666666
3196,dribble,1541,B,106.53248106666666
3197,dribble,1541,A,106.56581413333333
3198,goal,1541,B,106.5991472
3198,dribble,1541,B,106.5991472
3199,dribble,1541,A,106.63248026666666
3200,dribble,1541,A,106.66581333333333
3201,dribble,1541,A,106.6991464
3202,dribble,1541,A,106.73247946666666
3203,dribble,1541,A,106.76581253333333
3204,goal,1541,B,106.7991456
3204,dribble,1541,B,106.7991456
3205,dribble,1541,A,106.83247866666666
3206,dribble,1541,A,106.86581173333333
3207,dribble,1541,A,106.8991448
3208,dribble,1541,A,106.93247786666666
3209,dribble,1541,A,106.96581093333333
3210,dribble,1541,A,106.999144
3211,dribble,1541,A,107.03247706666666
3212,dribble,1541,A,107.06581013333333
3213,dribble,1541,A,107.0991432
3214,dribble,1541,A,107.13247626666667
3215,dribble,1541,A,107.16580933333333
3216,dribble,1541,A,107.1991424
3217,dribble,1541,A,107.23247546666667
3218,dribble,1541,A,107.26580853333333
3219,dribble,1541,A,107.2991416
3220,dribble,1541,A,107.33247466666667
3221,dribble,1541,A,107.36580773333333
3222,dribble,1541,A,107.3991408
3223,dribble,1541,A,107.43247386666667
3224,dribble,1541,A,107.46580693333333
3225,dribble,1541,A,107.49914
3226,dribble,1541,A,107.53247306666667
3227,dribble,1541,A,107.56580613333333
3228,dribble,1541,A,107.5991392
3229,dribble,1541,A,107.63247226666667
3230,dribble,1541,A,107.66580533333332
3231,dribble,1541,A,107.6991384
3232,dribble,1541,A,107.73247146666667
3233,dribble,1541,A,107.76580453333334
3234,dribble,1541,A,107.7991376
3235,dribble,1541,A,107.83247066666667
3236,dribble,1541,A,107.86580373333334
3237,dribble,1541,A,107.8991368
3238,dribble,1541,A,107.93246986666666
3239,dribble,1541,A,107.96580293333334
3240,dribble,1541,A,107.999136
3241,dribble,1541,A,108.03246906666666
3242,dribble,1541,A,108.06580213333334
3243,dribble,1541,A,108.09913519999999
3244,dribble,1541,A,108.13246826666666
3245,dribble,1541,A,108.16580133333333
3246,dribble,1541,A,108.19913439999999
3247,dribble,1541,A,108.23246746666666
3248,dribble,1541,A,108.26580053333333
3249,dribble,1541,A,108.2991336
3250,dribble,1541,A,108.33246666666666
3251,goal,1541,B,108.36579973333333
3251,dribble,1541,B,108.36579973333333
3252,goal,1541,B,108.3991328
3252,dribble,1541,B,108.3991328
3253,goal,1541,B,108.43246586666666
3253,dribble,1541,B,108.43246586666666
3254,goal,1555,B,108.46579893333333
3255,goal,1555,B,108.499132
3256,goal,1555,B,108.53246506666666
3257,goal,1555,B,108.56579813333333
3258,goal,1555,B,108.5991312
3259,goal,1555,B,108.63246426666666
3260,goal,1555,B,108.66579733333333
3261,goal,1555,B,108.6991304
3262,goal,1555,B,108.73246346666666
3263,goal,1555,B,108.76579653333333
3264,goal,1555,B,108.7991296
3265,goal,1555,B,108.83246266666666
3288,goal,1555,B,109.5991232
3289,goal,1555,B,109.63245626666667
3290,goal,1555,B,109.66578933333334
3301,goal,1562,B,110.03245306666666
3302,goal,1562,B,110.06578613333333
3303,goal,1562,B,110.0991192
3304,goal,1562,B,110.13245226666666
3305,goal,1555,B,110.16578533333333
3306,goal,1555,B,110.1991184
3307,goal,1555,B,110.23245146666666
3308,goal,1555,B,110.26578453333333
3309,goal,1555,B,110.2991176
3310,goal,1555,B,110.33245066666666
3311,goal,1555,B,110.36578373333333
3312,goal,1555,B,110.3991168
3313,goal,1555,B,110.43244986666666
3314,goal,1568,B,110.46578293333333
3315,goal,1568,B,110.499116
3316,goal,1568,B,110.53244906666666
3317,goal,1568,B,110.56578213333333
3318,goal,1568,B,110.5991152
3319,goal,1568,B,110.63244826666667
3320,goal,1568,B,110.66578133333333
3321,goal,1568,B,110.6991144
3322,goal,1568,B,110.73244746666667
3323,goal,1568,B,110.76578053333333
3324,goal,1568,B,110.7991136
3325,goal,1568,B,110.83244666666667
3326,goal,1572,B,110.86577973333333
3327,goal,1572,B,110.8991128
3328,goal,1572,B,110.93244586666667
3329,goal,1572,B,110.96577893333333
3330,goal,1568,B,110.999112
3331,goal,1568,B,111.03244506666667
3332,goal,1568,B,111.06577813333332
3333,goal,1541,B,111.0991112
3334,goal,1541,B,111.13244426666667
3335,goal,1541,B,111.16577733333334
3336,goal,1541,B,111.1991104
3352,goal,1576,B,111.73243946666666
3353,goal,1576,B,111.76577253333333
3354,goal,1576,B,111.7991056
3355,goal,1576,B,111.83243866666666
3356,goal,1576,B,111.86577173333333
3357,goal,1576,B,111.8991048
3358,goal,1576,B,111.93243786666666
3359,goal,1576,B,111.96577093333333
3360,goal,1576,B,111.999104
3388,dribble,1581,A,112.93242986666667
3409,goal,1584,B,113.63242426666666
3410,goal,1584,B,113.66575733333333
3411,goal,1584,B,113.6990904
3454,dribble,1587,A,115.13241226666666
3455,dribble,1587,A,115.16574533333333
3456,dribble,1587,A,115.1990784
3457,dribble,1587,A,115.23241146666666
3458,dribble,1587,A,115.26574453333333
3459,dribble,1587,A,115.2990776
3460,dribble,1587,A,115.33241066666666
3461,dribble,1587,A,115.36574373333333
3462,dribble,1587,A,115.3990768
3463,dribble,1587,A,115.43240986666666
3464,dribble,1587,A,115.46574293333333
3465,goal,1597,B,115.499076
3466,goal,1597,B,115.53240906666666
3467,goal,1597,B,115.56574213333333
3468,goal,1597,B,115.5990752
3469,goal,1597,B,115.63240826666666
3470,goal,1598,B,115.66574133333333
3471,goal,1598,B,115.6990744
3472,goal,1598,B,115.73240746666666
3473,goal,1598,B,115.76574053333333
3474,goal,1598,B,115.7990736
3475,goal,1598,B,115.83240666666667
3476,goal,1598,B,115.86573973333333
3481,goal,1599,B,116.03240506666667
3482,goal,1599,B,116.06573813333333
3515,dribble,1599,B,117.16572933333333
3516,dribble,1599,B,117.1990624
3517,dribble,1599,B,117.23239546666666
3518,dribble,1599,B,117.26572853333333
3519,dribble,1599,B,117.2990616
3535,dribble,1601,A,117.83239066666667
3536,dribble,1601,A,117.86572373333333
3537,dribble,1601,A,117.8990568
3538,dribble,1601,A,117.93238986666667
3539,dribble,1601,A,117.96572293333332
3577,dribble,1601,A,119.23237946666667
3578,dribble,1601,A,119.26571253333333
3579,dribble,1601,A,119.2990456
3595,dribble,1599,B,119.83237466666667
3596,dribble,1599,B,119.86570773333334
3597,dribble,1599,B,119.8990408
3598,dribble,1599,B,119.93237386666667
3599,dribble,1599,B,119.96570693333334
3600,dribble,1599,B,119.99904
3601,dribble,1599,B,120.03237306666666
3602,dribble,1599,B,120.06570613333334
3603,dribble,1599,B,120.09903919999999
