frame,type,pid,team,timestamp
757,dribble,255,B,25.233131466666666
758,dribble,255,B,25.266464533333334
759,dribble,255,B,25.299797599999998
760,dribble,255,B,25.333130666666666
761,dribble,255,B,25.366463733333333
762,dribble,255,B,25.3997968
793,dribble,297,A,26.433121866666667
794,dribble,297,A,26.46645493333333
795,dribble,297,A,26.499788
796,dribble,297,A,26.533121066666666
797,dribble,297,A,26.566454133333334
798,dribble,297,A,26.599787199999998
799,dribble,297,A,26.633120266666666
800,dribble,297,A,26.666453333333333
801,dribble,297,A,26.6997864
802,dribble,297,A,26.733119466666665
930,goal,417,A,30.999752
931,goal,417,A,31.033085066666665
932,goal,417,A,31.066418133333332
933,goal,417,A,31.0997512
934,goal,417,A,31.133084266666668
935,goal,420,A,31.16641733333333
936,goal,420,A,31.1997504
937,goal,420,A,31.233083466666667
938,goal,420,A,31.266416533333334
939,goal,420,A,31.2997496
940,goal,420,A,31.333082666666666
941,goal,420,A,31.366415733333334
942,goal,420,A,31.3997488
943,goal,420,A,31.433081866666665
944,goal,420,A,31.466414933333333
945,goal,420,A,31.499748
946,goal,420,A,31.533081066666664
947,goal,420,A,31.566414133333332
970,dribble,431,B,32.33307466666667
971,dribble,431,B,32.36640773333333
972,dribble,431,B,32.3997408
973,dribble,431,B,32.43307386666667
974,dribble,431,B,32.46640693333333
975,dribble,431,B,32.49974
976,dribble,431,B,32.53307306666667
977,dribble,431,B,32.56640613333333
978,dribble,431,B,32.5997392
979,dribble,431,B,32.633072266666666
980,dribble,431,B,32.66640533333333
981,dribble,431,B,32.6997384
982,dribble,431,B,32.733071466666665
983,dribble,431,B,32.766404533333336
984,dribble,431,B,32.7997376
985,dribble,431,B,32.833070666666664
986,dribble,431,B,32.866403733333335
987,dribble,431,B,32.8997368
988,dribble,431,B,32.93306986666666
989,dribble,431,B,32.966402933333335
990,dribble,431,B,32.999736
991,dribble,431,B,33.03306906666666
992,dribble,431,B,33.066402133333334
993,dribble,431,B,33.0997352
994,dribble,431,B,33.13306826666667
995,dribble,431,B,33.16640133333333
996,dribble,431,B,33.1997344
997,dribble,431,B,33.23306746666667
998,dribble,431,B,33.26640053333333
999,dribble,431,B,33.299733599999996
1000,dribble,431,B,33.33306666666667
1001,dribble,431,B,33.36639973333333
1002,dribble,431,B,33.3997328
1003,dribble,431,B,33.43306586666667
1004,dribble,431,B,33.46639893333333
1044,goal,470,B,34.7997216
1045,goal,470,B,34.83305466666667
1046,goal,470,B,34.86638773333333
1046,dribble,470,B,34.86638773333333
1047,goal,470,B,34.8997208
1047,dribble,470,B,34.8997208
1048,dribble,470,B,34.93305386666667
1049,dribble,470,B,34.96638693333333
1050,dribble,470,B,34.999719999999996
1051,dribble,470,B,35.03305306666667
1052,dribble,470,B,35.06638613333333
1053,dribble,470,B,35.0997192
1054,dribble,470,B,35.13305226666667
1055,dribble,470,B,35.16638533333333
1056,dribble,470,B,35.1997184
1057,dribble,470,B,35.233051466666666
1058,dribble,470,B,35.26638453333333
1059,dribble,470,B,35.2997176
1060,dribble,470,B,35.333050666666665
1061,dribble,470,B,35.366383733333336
1062,dribble,470,B,35.3997168
1063,dribble,470,B,35.433049866666664
1064,dribble,470,B,35.466382933333335
1065,dribble,470,B,35.499716
1066,dribble,470,B,35.53304906666666
1067,dribble,470,B,35.566382133333335
1068,dribble,470,B,35.5997152
1181,dribble,578,A,39.36635173333333
1182,dribble,578,A,39.399684799999996
1183,dribble,578,A,39.43301786666667
1184,dribble,578,A,39.46635093333333
1185,dribble,578,A,39.499684
1186,dribble,578,A,39.533017066666666
1187,dribble,578,A,39.56635013333333
1203,dribble,582,B,40.0996792
1204,dribble,582,B,40.13301226666667
1205,dribble,582,B,40.16634533333333
1206,dribble,582,B,40.199678399999996
1207,dribble,582,B,40.23301146666667
1208,dribble,582,B,40.26634453333333
1209,dribble,582,B,40.2996776
1210,dribble,582,B,40.33301066666667
1211,dribble,582,B,40.36634373333333
1212,dribble,582,B,40.3996768
1213,dribble,582,B,40.433009866666666
1214,dribble,582,B,40.46634293333333
1215,dribble,582,B,40.499676
1216,dribble,582,B,40.533009066666665
1217,dribble,582,B,40.566342133333336
1300,dribble,560,B,43.33298666666666
1301,dribble,560,B,43.366319733333334
1386,dribble,666,B,46.1996304
1387,dribble,666,B,46.23296346666667
1388,dribble,666,B,46.26629653333333
1389,dribble,666,B,46.299629599999996
1390,dribble,666,B,46.33296266666667
1391,dribble,666,B,46.36629573333333
1392,dribble,666,B,46.3996288
1393,dribble,666,B,46.432961866666666
1394,dribble,666,B,46.46629493333333
1395,dribble,666,B,46.499628
1396,dribble,666,B,46.532961066666665
1397,dribble,666,B,46.56629413333333
1398,dribble,666,B,46.5996272
1399,dribble,666,B,46.632960266666664
1400,dribble,666,B,46.666293333333336
1401,dribble,666,B,46.6996264
1402,dribble,666,B,46.732959466666664
1403,dribble,666,B,46.766292533333335
1404,dribble,666,B,46.7996256
1423,pass,671,A,47.432953866666665
1464,goal,743,B,48.7996096
1480,pass,743,B,49.332938666666664
1529,dribble,772,A,50.966258933333336
1530,dribble,772,A,50.999592
1531,dribble,772,A,51.032925066666664
1532,dribble,772,A,51.066258133333335
1533,dribble,772,A,51.0995912
1534,dribble,772,A,51.13292426666666
1535,dribble,772,A,51.166257333333334
1536,dribble,772,A,51.1995904
1563,dribble,754,B,52.0995832
1621,dribble,809,B,54.03290106666667
1622,dribble,809,B,54.06623413333333
1623,dribble,809,B,54.099567199999996
1624,dribble,809,B,54.13290026666667
1625,dribble,809,B,54.16623333333333
1626,dribble,809,B,54.1995664
1627,dribble,809,B,54.232899466666666
1628,dribble,809,B,54.26623253333333
1629,dribble,809,B,54.2995656
1630,dribble,809,B,54.332898666666665
1631,dribble,809,B,54.36623173333333
1632,dribble,809,B,54.3995648
1633,dribble,809,B,54.432897866666664
1634,dribble,809,B,54.466230933333335
1635,dribble,809,B,54.499564
1636,dribble,809,B,54.53289706666666
1637,dribble,809,B,54.566230133333335
1638,dribble,809,B,54.5995632
1639,dribble,809,B,54.63289626666666
1640,dribble,809,B,54.666229333333334
1641,dribble,809,B,54.6995624
1642,dribble,809,B,54.73289546666667
1643,dribble,809,B,54.76622853333333
1644,dribble,809,B,54.7995616
1645,dribble,809,B,54.83289466666667
1646,dribble,809,B,54.86622773333333
1666,dribble,836,A,55.53288906666666
1667,dribble,836,A,55.56622213333333
1668,dribble,836,A,55.5995552
1670,dribble,836,A,55.66622133333333
1682,dribble,836,A,56.06621813333333
1683,dribble,836,A,56.0995512
1684,dribble,836,A,56.132884266666665
1685,dribble,836,A,56.166217333333336
1686,dribble,836,A,56.1995504
1687,dribble,836,A,56.232883466666664
1731,dribble,855,A,57.6995384
1732,dribble,855,B,57.732871466666666
1791,dribble,893,A,59.6995224
1792,dribble,893,A,59.73285546666666
1793,dribble,893,A,59.766188533333334
1794,dribble,893,A,59.7995216
1795,dribble,893,A,59.83285466666666
1796,dribble,893,A,59.866187733333334
1797,dribble,893,A,59.8995208
1798,dribble,893,A,59.93285386666667
1799,dribble,893,A,59.96618693333333
1800,dribble,893,A,59.99952
1801,dribble,893,A,60.03285306666667
1802,dribble,893,A,60.06618613333333
1803,dribble,893,A,60.099519199999996
1804,dribble,893,A,60.13285226666667
1805,dribble,893,A,60.16618533333333
1806,dribble,893,A,60.1995184
1807,dribble,893,A,60.232851466666666
1808,dribble,893,A,60.26618453333333
1809,dribble,893,A,60.2995176
1810,dribble,893,A,60.332850666666666
1811,dribble,893,A,60.36618373333333
1812,dribble,893,A,60.3995168
1813,dribble,893,A,60.432849866666665
1814,dribble,893,A,60.46618293333333
1815,dribble,893,A,60.499516
1816,dribble,893,A,60.532849066666664
1817,dribble,893,A,60.566182133333335
1818,dribble,893,A,60.5995152
1819,dribble,893,A,60.63284826666666
1820,dribble,893,A,60.666181333333334
1821,dribble,893,A,60.6995144
1822,dribble,893,A,60.73284746666666
1823,dribble,893,A,60.76618053333333
1824,dribble,893,A,60.7995136
1840,dribble,884,B,61.332842666666664
1841,dribble,884,B,61.366175733333336
1842,dribble,884,B,61.3995088
1843,dribble,884,B,61.432841866666664
1844,dribble,884,B,61.466174933333335
1845,dribble,884,A,61.499508
1846,dribble,884,A,61.53284106666666
1847,dribble,884,A,61.566174133333334
1848,dribble,884,A,61.5995072
1849,dribble,884,A,61.63284026666666
1850,dribble,884,A,61.66617333333333
1851,dribble,884,A,61.6995064
1852,dribble,884,A,61.73283946666667
1869,dribble,884,A,62.2995016
1870,dribble,884,B,62.33283466666666
1871,dribble,884,A,62.366167733333334
1872,dribble,884,A,62.3995008
1873,dribble,884,A,62.43283386666666
1874,dribble,884,A,62.466166933333334
1875,dribble,884,A,62.4995
1876,dribble,884,A,62.53283306666667
1877,dribble,884,A,62.56616613333333
1878,dribble,884,A,62.5994992
1879,dribble,884,A,62.63283226666667
1880,dribble,884,A,62.66616533333333
1881,dribble,884,A,62.699498399999996
1882,dribble,884,A,62.73283146666667
1883,dribble,884,A,62.76616453333333
1884,dribble,884,A,62.7994976
1885,dribble,884,A,62.832830666666666
1940,dribble,981,A,64.66614933333334
1941,dribble,981,A,64.6994824
1942,dribble,981,A,64.73281546666666
1943,dribble,981,A,64.76614853333334
1944,dribble,981,A,64.7994816
1945,dribble,981,A,64.83281466666666
1946,dribble,981,A,64.86614773333334
1947,dribble,981,A,64.89948079999999
1948,dribble,981,A,64.93281386666666
1949,dribble,981,A,64.96614693333333
1950,dribble,981,A,64.99948
1951,dribble,981,A,65.03281306666666
1952,dribble,981,A,65.06614613333333
1953,dribble,981,A,65.0994792
1954,dribble,981,A,65.13281226666666
1955,dribble,981,A,65.16614533333333
1956,dribble,981,A,65.1994784
1957,dribble,981,A,65.23281146666666
1958,dribble,981,A,65.26614453333333
1959,dribble,981,A,65.2994776
1960,dribble,981,A,65.33281066666666
1961,dribble,981,A,65.36614373333333
1962,dribble,981,A,65.3994768
1963,dribble,981,A,65.43280986666666
1964,dribble,981,A,65.46614293333333
1965,dribble,981,A,65.499476
1983,dribble,1004,B,66.0994712
1984,dribble,1004,B,66.13280426666667
2034,dribble,1025,B,67.7994576
2035,dribble,1025,B,67.83279066666667
2036,dribble,1025,B,67.86612373333334
2037,dribble,1025,B,67.8994568
2038,dribble,1025,B,67.93278986666667
2039,dribble,1025,B,67.96612293333334
2040,dribble,1025,B,67.999456
2041,dribble,1025,B,68.03278906666667
2042,dribble,1025,B,68.06612213333334
2043,dribble,1025,B,68.0994552
2044,dribble,1025,B,68.13278826666667
2045,dribble,1025,B,68.16612133333334
2046,dribble,1025,B,68.1994544
2047,dribble,1025,B,68.23278746666666
2048,dribble,1025,B,68.26612053333334
2049,dribble,1025,B,68.29945359999999
2050,dribble,1025,B,68.33278666666666
2051,dribble,1025,B,68.36611973333333
2052,dribble,1025,B,68.39945279999999
2053,dribble,1025,B,68.43278586666666
2054,dribble,1025,B,68.46611893333333
2055,dribble,1025,B,68.499452
2056,dribble,1025,B,68.53278506666666
2057,dribble,1025,B,68.56611813333333
2058,dribble,1025,B,68.5994512
2059,dribble,1025,B,68.63278426666666
2060,dribble,1025,B,68.66611733333333
2061,dribble,1025,B,68.6994504
2062,dribble,1025,B,68.73278346666666
2063,dribble,1025,B,68.76611653333333
2064,dribble,1025,B,68.7994496
2065,dribble,1025,B,68.83278266666666
2066,dribble,1025,B,68.86611573333333
2085,goal,1025,B,69.499444
2095,goal,1025,B,69.83277466666667
2095,dribble,1025,B,69.83277466666667
2099,goal,1046,B,69.96610693333334
2100,goal,1046,B,69.99943999999999
2101,goal,1046,B,70.03277306666666
2102,goal,1046,B,70.06610613333334
2103,goal,1046,B,70.09943919999999
2104,goal,1046,B,70.13277226666666
2105,goal,1046,B,70.16610533333333
2106,goal,1046,B,70.1994384
2107,goal,1046,B,70.23277146666666
2108,goal,1046,B,70.26610453333333
2109,goal,1046,B,70.2994376
2110,goal,1046,B,70.33277066666666
2111,goal,1046,B,70.36610373333333
2112,goal,1046,B,70.3994368
2113,goal,1046,B,70.43276986666666
2114,goal,1046,B,70.46610293333333
2114,dribble,1046,B,70.46610293333333
2115,goal,1046,B,70.499436
2115,dribble,1046,B,70.499436
2116,goal,1046,B,70.53276906666666
2116,dribble,1046,B,70.53276906666666
2117,goal,1046,B,70.56610213333333
2117,dribble,1046,B,70.56610213333333
2118,goal,1046,B,70.5994352
2118,dribble,1046,B,70.5994352
2119,goal,1046,B,70.63276826666666
2119,dribble,1046,B,70.63276826666666
2120,goal,1046,B,70.66610133333333
2120,dribble,1046,B,70.66610133333333
2121,goal,1046,B,70.6994344
2121,dribble,1046,B,70.6994344
2122,goal,1046,B,70.73276746666667
2122,dribble,1046,B,70.73276746666667
2123,goal,1046,B,70.76610053333333
2123,dribble,1046,B,70.76610053333333
2124,goal,1046,B,70.7994336
2124,dribble,1046,B,70.7994336
2125,goal,1046,B,70.83276666666667
2125,dribble,1046,B,70.83276666666667
2126,goal,1046,B,70.86609973333333
2126,dribble,1046,B,70.86609973333333
2127,goal,1046,B,70.8994328
2127,dribble,1046,B,70.8994328
2128,goal,1046,B,70.93276586666667
2128,dribble,1046,B,70.93276586666667
2152,dribble,1074,B,71.73275946666666
2153,dribble,1074,B,71.76609253333334
2172,dribble,1087,A,72.3994208
2173,dribble,1087,A,72.43275386666666
2174,dribble,1087,A,72.46608693333333
2175,dribble,1087,A,72.49942
2176,dribble,1087,A,72.53275306666667
2234,dribble,1120,B,74.46607093333333
2235,dribble,1120,B,74.499404
2236,dribble,1120,B,74.53273706666667
2252,dribble,1124,A,75.06606613333334
2253,dribble,1124,A,75.0993992
2254,dribble,1124,A,75.13273226666666
2255,dribble,1124,A,75.16606533333334
2256,dribble,1124,A,75.19939839999999
2257,dribble,1124,A,75.23273146666666
2290,dribble,1139,B,76.33272266666667
2291,dribble,1139,B,76.36605573333333
2292,dribble,1139,B,76.3993888
2293,dribble,1139,B,76.43272186666667
2294,dribble,1139,B,76.46605493333333
2295,dribble,1139,B,76.499388
2296,dribble,1139,B,76.53272106666667
2297,dribble,1139,B,76.56605413333334
2298,dribble,1139,B,76.5993872
2299,dribble,1139,B,76.63272026666667
2300,dribble,1139,B,76.66605333333334
2301,dribble,1139,B,76.6993864
2302,dribble,1139,B,76.73271946666667
2425,dribble,1211,B,80.83268666666666
2426,dribble,1211,B,80.86601973333333
2427,dribble,1211,B,80.8993528
2483,dribble,1284,A,82.76600453333333
2484,dribble,1284,A,82.7993376
2485,dribble,1284,A,82.83267066666666
2486,dribble,1284,A,82.86600373333333
2487,dribble,1284,A,82.8993368
2488,dribble,1284,A,82.93266986666667
2489,dribble,1284,A,82.96600293333333
2490,dribble,1284,A,82.999336
2491,dribble,1284,A,83.03266906666667
2492,dribble,1284,A,83.06600213333333
2493,dribble,1284,A,83.0993352
2494,dribble,1284,A,83.13266826666667
2495,dribble,1284,A,83.16600133333333
2496,dribble,1284,A,83.1993344
2497,dribble,1284,A,83.23266746666667
2498,dribble,1284,A,83.26600053333333
2499,dribble,1284,A,83.2993336
2500,dribble,1284,A,83.33266666666667
2501,dribble,1284,A,83.36599973333333
2502,dribble,1284,A,83.3993328
2503,dribble,1284,A,83.43266586666667
2504,dribble,1284,A,83.46599893333334
2505,dribble,1284,A,83.499332
2506,dribble,1284,A,83.53266506666667
2507,dribble,1284,A,83.56599813333334
2508,dribble,1284,A,83.5993312
2509,dribble,1284,A,83.63266426666667
2510,dribble,1284,A,83.66599733333334
2511,dribble,1284,A,83.6993304
2512,dribble,1284,A,83.73266346666666
2513,dribble,1284,A,83.76599653333334
2514,dribble,1284,A,83.7993296
2515,dribble,1284,A,83.83266266666666
2519,goal,1277,B,83.96599493333333
2520,goal,1277,B,83.99932799999999
2521,goal,1277,B,84.03266106666666
2522,goal,1277,B,84.06599413333333
2523,goal,1277,B,84.0993272
2524,goal,1277,B,84.13266026666666
2525,goal,1277,B,84.16599333333333
2526,goal,1277,B,84.1993264
2527,goal,1277,B,84.23265946666666
2528,goal,1277,B,84.26599253333333
2529,goal,1277,B,84.2993256
2530,goal,1277,B,84.33265866666666
2531,goal,1277,B,84.36599173333333
2531,dribble,1277,B,84.36599173333333
2532,goal,1277,B,84.3993248
2532,dribble,1277,B,84.3993248
2533,goal,1277,B,84.43265786666666
2533,dribble,1277,B,84.43265786666666
2534,goal,1277,B,84.46599093333333
2534,dribble,1277,B,84.46599093333333
2535,goal,1277,B,84.499324
2535,dribble,1277,B,84.499324
2536,goal,1277,B,84.53265706666666
2536,dribble,1277,B,84.53265706666666
2537,goal,1277,B,84.56599013333333
2537,dribble,1277,B,84.56599013333333
2538,goal,1277,B,84.5993232
2538,dribble,1277,B,84.5993232
2539,goal,1277,B,84.63265626666667
2539,dribble,1277,B,84.63265626666667
2540,goal,1277,B,84.66598933333333
2540,dribble,1277,B,84.66598933333333
2541,goal,1277,B,84.6993224
2541,dribble,1277,B,84.6993224
2542,goal,1277,B,84.73265546666667
2542,dribble,1277,B,84.73265546666667
2543,goal,1277,B,84.76598853333333
2543,dribble,1277,B,84.76598853333333
2544,goal,1277,B,84.7993216
2544,dribble,1277,B,84.7993216
2545,goal,1277,B,84.83265466666667
2545,dribble,1277,B,84.83265466666667
2546,goal,1277,B,84.86598773333333
2546,dribble,1277,B,84.86598773333333
2547,goal,1277,B,84.8993208
2547,dribble,1277,B,84.8993208
2548,goal,1277,B,84.93265386666667
2548,dribble,1277,B,84.93265386666667
2549,goal,1277,B,84.96598693333333
2549,dribble,1277,B,84.96598693333333
2550,goal,1277,B,84.99932
2550,dribble,1277,B,84.99932
2551,goal,1277,B,85.03265306666667
2551,dribble,1277,B,85.03265306666667
2552,goal,1277,B,85.06598613333333
2552,dribble,1277,B,85.06598613333333
2553,goal,1277,B,85.0993192
2553,dribble,1277,B,85.0993192
2554,goal,1277,B,85.13265226666667
2554,dribble,1277,B,85.13265226666667
2555,goal,1277,B,85.16598533333334
2555,dribble,1277,B,85.16598533333334
2556,goal,1277,B,85.1993184
2556,dribble,1277,B,85.1993184
2557,goal,1277,B,85.23265146666667
2557,dribble,1277,B,85.23265146666667
2558,goal,1277,B,85.26598453333334
2558,dribble,1277,B,85.26598453333334
2559,goal,1277,B,85.2993176
2559,dribble,1277,B,85.2993176
2567,goal,1344,B,85.56598213333334
2568,goal,1344,B,85.59931519999999
2569,goal,1344,B,85.63264826666666
2570,goal,1344,B,85.66598133333333
2571,goal,1344,B,85.69931439999999
2588,goal,1356,B,86.26597653333333
2589,goal,1356,B,86.2993096
2590,goal,1356,B,86.33264266666667
2591,goal,1356,B,86.36597573333333
2600,goal,1357,B,86.66597333333333
2601,goal,1357,B,86.6993064
2602,goal,1357,B,86.73263946666667
2603,goal,1357,B,86.76597253333333
2604,goal,1361,B,86.7993056
2605,goal,1361,B,86.83263866666667
2606,goal,1361,B,86.86597173333332
2610,goal,1357,B,86.999304
2611,goal,1357,B,87.03263706666667
2612,goal,1357,B,87.06597013333334
2613,goal,1357,B,87.0993032
2614,goal,1357,B,87.13263626666667
2616,goal,1361,B,87.1993024
2617,goal,1361,B,87.23263546666666
2618,goal,1361,B,87.26596853333334
2619,goal,1361,B,87.29930159999999
2623,goal,1361,B,87.43263386666666
2624,goal,1361,B,87.46596693333333
2628,goal,1361,B,87.5992992
2629,goal,1361,B,87.63263226666666
2630,goal,1361,B,87.66596533333333
2631,goal,1361,B,87.6992984
2632,goal,1361,B,87.73263146666666
2636,goal,1361,B,87.86596373333333
2637,goal,1361,B,87.8992968
2638,goal,1361,B,87.93262986666666
2639,goal,1361,B,87.96596293333333
2640,goal,1361,B,87.999296
2641,goal,1361,B,88.03262906666666
2642,goal,1361,B,88.06596213333333
2643,goal,1361,B,88.0992952
2644,goal,1361,B,88.13262826666667
2645,goal,1361,B,88.16596133333333
2646,goal,1361,B,88.1992944
2647,goal,1361,B,88.23262746666667
2648,goal,1361,B,88.26596053333333
2649,goal,1361,B,88.2992936
2650,goal,1361,B,88.33262666666667
2651,goal,1361,B,88.36595973333333
2651,dribble,1361,B,88.36595973333333
2652,goal,1361,B,88.3992928
2652,dribble,1361,B,88.3992928
2653,goal,1361,B,88.43262586666667
2653,dribble,1361,B,88.43262586666667
2654,goal,1361,B,88.46595893333333
2654,dribble,1361,B,88.46595893333333
2655,goal,1361,B,88.499292
2655,dribble,1361,B,88.499292
2656,goal,1361,B,88.53262506666667
2656,dribble,1361,B,88.53262506666667
2657,goal,1361,B,88.56595813333333
2657,dribble,1361,B,88.56595813333333
2658,goal,1361,B,88.5992912
2658,dribble,1361,B,88.5992912
2659,goal,1361,B,88.63262426666667
2659,dribble,1361,B,88.63262426666667
2660,goal,1361,B,88.66595733333334
2660,dribble,1361,B,88.66595733333334
2661,goal,1361,B,88.6992904
2661,dribble,1361,B,88.6992904
2662,goal,1361,B,88.73262346666667
2662,dribble,1361,B,88.73262346666667
2663,goal,1361,B,88.76595653333334
2663,dribble,1361,B,88.76595653333334
2664,goal,1361,B,88.7992896
2664,dribble,1361,B,88.7992896
2665,goal,1361,B,88.83262266666667
2665,dribble,1361,B,88.83262266666667
2666,goal,1361,B,88.86595573333334
2666,dribble,1361,B,88.86595573333334
2667,goal,1361,B,88.8992888
2667,dribble,1361,B,88.8992888
2668,goal,1361,B,88.93262186666666
2668,dribble,1361,B,88.93262186666666
2669,goal,1361,B,88.96595493333334
2669,dribble,1361,B,88.96595493333334
2670,goal,1361,B,88.99928799999999
